,game,Genre,ESRB_Rating,Platform,Publisher,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
5571,combat of giants dinosaurs 3d,Strategy,E10,3DS,Ubisoft,4.3,0.39,0.25,0.07,0.05,0.03,2011.0
5592,final fantasy crystal chronicles the crystal bearers,Adventure,T,Wii,Square Enix,6.7,0.39,0.21,0.08,0.08,0.03,2009.0
5593,nba live 09,Sports,E,PSP,Electronic Arts,6.1,0.39,0.23,0.07,0.03,0.06,2008.0
5599,dungeon siege iii,Role Playing,T,PS3,Square Enix,7.3,0.39,0.17,0.13,0.03,0.06,2011.0
5619,chibi robo plug into adventure,Adventure,E10,GC,Nintendo,7.4,0.39,0.23,0.06,0.09,0.01,2006.0
5625,advance wars dual strike,Strategy,E,DS,Nintendo,9.0,0.39,0.3,0.03,0.04,0.03,2005.0
5630,locoroco,Platform,E,PSP,Sony Computer Entertainment,8.1,0.39,0.14,0.05,0.16,0.03,2006.0
5634,red faction armageddon,Shooter,M,X360,THQ,7.1,0.39,0.18,0.16,0.01,0.04,2011.0
5641,samurai warriors chronicles,Action,T,3DS,Tecmo Koei,5.4,0.39,0.12,0.05,0.2,0.01,2011.0
5644,hitman blood money,Action,M,X360,Eidos Interactive,8.1,0.39,0.29,0.06,0.01,0.03,2006.0
5656,metal gear solid snake eater 3d,Action Adventure,M,3DS,Konami Digital Entertainment,7.9,0.39,0.15,0.12,0.1,0.02,2012.0
5672,shin megami tensei nocturne,Role Playing,M,PS2,Atlus,8.0,0.38,0.07,0.05,0.25,0.02,2004.0
5680,wii sports club,Sports,E,WiiU,Nintendo,6.7,0.38,0.17,0.14,0.04,0.03,2014.0
5705,ghost trick phantom detective,Adventure,T,DS,Capcom,8.2,0.38,0.17,0.08,0.12,0.02,2011.0
5724,grandia xtreme,Role Playing,T,PS2,Enix,6.7,0.38,0.07,0.05,0.25,0.02,2002.0
5743,pro evolution soccer 2011 3d,Sports,E,3DS,Konami,7.5,0.38,0.11,0.13,0.11,0.02,2011.0
5745,pokemon channel,Adventure,E,GC,Nintendo,5.2,0.38,0.24,0.06,0.07,0.01,2003.0
5754,hatsune miku project mirai dx,Misc,E10,3DS,Sega,7.5,0.38,0.2,0.04,0.11,0.03,2015.0
5791,ea sports mma,Fighting,T,PS3,EA Sports,7.6,0.37,0.16,0.14,0.01,0.06,2010.0
5824,burnout paradise remastered,Racing,E10,PS4,Electronic Arts,8.0,0.37,0.08,0.22,0.01,0.06,2018.0
5843,shin megami tensei iv apocalypse,Role Playing,M,3DS,Atlus,8.1,0.37,0.15,0.05,0.16,0.02,2016.0
5849,dungeon siege iii,Role Playing,T,X360,Square Enix,7.2,0.37,0.21,0.12,0.01,0.03,2011.0
5854,tomb raider legend,Action,T,X360,Eidos Interactive,8.1,0.37,0.27,0.07,0.01,0.03,2006.0
5862,rune factory frontier,Role Playing,E10,Wii,Xseed Games,7.9,0.37,0.16,0.13,0.04,0.03,2009.0
5872,sonic lost world,Platform,E10,WiiU,Sega,6.0,0.37,0.2,0.13,0.01,0.03,2013.0
5875,fragile dreams farewell ruins of the moon,Role Playing,T,Wii,Xseed Games,6.7,0.37,0.16,0.12,0.06,0.03,2010.0
5883,wanted weapons of fate,Shooter,M,X360,Warner Bros. Interactive,6.2,0.37,0.17,0.15,0.0,0.04,2009.0
5884,xenosaga episode iii also sprach zarathustra,Role Playing,T,PS2,Namco,7.9,0.37,0.09,0.07,0.18,0.02,2006.0
5889,castlevania order of ecclesia,Platform,T,DS,Konami,8.2,0.37,0.27,0.03,0.04,0.03,2008.0
5909,dragon ball z attack of the saiyans,Role Playing,E10,DS,Namco Bandai,7.2,0.36,0.12,0.02,0.21,0.01,2009.0
5912,tekken hybrid,Fighting,T,PS3,Namco,4.0,0.36,0.21,0.07,0.04,0.04,2011.0
5933,locoroco 2,Platform,E,PSP,Sony Computer Entertainment,8.5,0.36,0.21,0.09,0.01,0.05,2009.0
5938,valkyrie profile lenneth,Role Playing,T,PSP,Square Enix,8.1,0.36,0.17,0.01,0.16,0.02,2006.0
5939,blazblue calamity trigger,Fighting,T,X360,Aksys Games,8.5,0.36,0.21,0.08,0.04,0.03,2009.0
5941,the wonderful 101,Action,T,WiiU,Nintendo,8.0,0.36,0.15,0.11,0.08,0.02,2013.0
5962,nintendo labo toy con 02 robot kit,Action,E10,NS,Nintendo,7.0,0.36,0.18,0.08,0.08,0.03,2018.0
5999,harvest moon the tale of two towns,Simulation,E,3DS,Natsume,6.3,0.36,0.28,0.0,0.05,0.02,2011.0
6002,formula 1 championship edition,Racing,E,PS,Sony Computer Entertainment,8.5,0.36,0.06,0.04,0.23,0.02,1997.0
6003,trauma center under the knife,Simulation,T,DS,Atlus,8.0,0.36,0.3,0.01,0.02,0.03,2005.0
6020,suikoden v,Role Playing,T,PS2,Konami,7.9,0.35,0.08,0.06,0.19,0.02,2006.0
6028,call of duty ghosts,Shooter,M,WiiU,Activision,8.8,0.35,0.22,0.09,0.01,0.03,2013.0
6030,dragon ball z extreme butoden,Fighting,T,3DS,Namco Bandai Games,5.0,0.35,0.13,0.03,0.17,0.02,2015.0
6047,persona 2 eternal punishment,Role Playing,T,PS,Atlus,8.7,0.35,0.03,0.02,0.28,0.02,2000.0
6052,dead or alive 5 last round,Fighting,M,PS4,Tecmo Koei,7.1,0.35,0.09,0.13,0.09,0.04,2015.0
6065,terminator salvation,Shooter,T,X360,Warner Bros. Interactive,5.2,0.35,0.13,0.18,0.0,0.04,2009.0
6094,evergrace,Role Playing,T,PS2,Agetec,6.2,0.35,0.1,0.08,0.15,0.03,2000.0
6107,def jam icon,Action,M,X360,Electronic Arts,6.3,0.35,0.3,0.01,0.0,0.03,2007.0
6121,dynasty warriors 5 empires,Action,T,PS2,KOEI,6.3,0.34,0.11,0.09,0.12,0.03,2006.0
6129,battalion wars 2,Strategy,T,Wii,Nintendo,7.7,0.34,0.22,0.02,0.08,0.02,2007.0
6148,trauma center second opinion,Simulation,T,Wii,Atlus,8.2,0.34,0.28,0.01,0.03,0.03,2006.0
6171,star ocean second evolution,Role Playing,T,PSP,Square Enix,8.0,0.34,0.14,0.02,0.16,0.02,2009.0
6173,tenchu z,Action,M,X360,Microsoft,5.7,0.34,0.27,0.02,0.02,0.03,2007.0
6187,disgaea 5 complete,Role Playing,T,NS,NIS America,9.0,0.34,0.15,0.11,0.05,0.02,2017.0
6192,lord of arcana,Role Playing,M,PSP,Square Enix,4.7,0.34,0.08,0.05,0.17,0.04,2011.0
6195,dynasty warriors 6 empires,Action,T,PS3,KOEI,6.4,0.34,0.14,0.03,0.15,0.02,2009.0
6200,kameo elements of power,Adventure,T,X360,Microsoft Game Studios,7.7,0.34,0.28,0.03,0.0,0.03,2005.0
6214,the eye of judgment,Strategy,T,PS3,Sony Computer Entertainment,7.5,0.34,0.28,0.0,0.02,0.03,2007.0
6217,dynasty warriors gundam 2,Action,T,PS2,Namco Bandai,4.9,0.34,0.04,0.03,0.25,0.01,2009.0
6232,dead or alive 5,Fighting,M,X360,Tecmo Koei,7.6,0.33,0.2,0.08,0.03,0.03,2012.0
6241,bomberman world,Puzzle,E,PS,Atlus,6.5,0.33,0.06,0.04,0.22,0.02,1998.0
6244,mega man zx advent,Platform,E10,DS,Capcom,7.6,0.33,0.22,0.0,0.09,0.02,2007.0
6246,street fighter alpha 3 max,Fighting,T,PSP,Capcom,7.8,0.33,0.27,0.01,0.02,0.03,2006.0
6255,ninja blade,Action,M,X360,Microsoft,6.7,0.33,0.14,0.14,0.02,0.03,2009.0
6262,klonoa 2 lunateas veil,Platform,E,PS2,Namco,9.4,0.33,0.12,0.1,0.08,0.03,2001.0
6267,etrian odyssey,Role Playing,T,DS,Atlus,7.4,0.33,0.19,0.03,0.09,0.02,2007.0
6269,fracture,Shooter,T,X360,LucasArts,4.0,0.33,0.15,0.14,0.0,0.04,2008.0
6273,nba 2k10,Sports,E,PSP,2K Sports,5.5,0.33,0.3,0.0,0.0,0.03,2009.0
6286,planet puzzle league,Puzzle,E,DS,Nintendo,8.6,0.33,0.14,0.01,0.16,0.01,2007.0
6292,classic nes series castlevania,Platform,E,GBA,Nintendo,7.4,0.33,0.17,0.06,0.09,0.01,2004.0
6304,disgaea 2 cursed memories,Role Playing,T,PS2,NIS America,7.9,0.33,0.09,0.07,0.15,0.02,2006.0
6305,clock tower 3,Adventure,M,PS2,Capcom,7.0,0.33,0.1,0.08,0.12,0.03,2003.0
6311,resonance of fate,Role Playing,T,X360,Sega,7.4,0.33,0.12,0.13,0.06,0.03,2010.0
6320,kirby battle royale,Fighting,E10,3DS,Nintendo,6.0,0.33,0.07,0.05,0.2,0.01,2018.0
6322,capcom classics collection reloaded,Misc,T,PSP,Capcom,7.1,0.33,0.26,0.0,0.03,0.03,2006.0
6327,tokyo mirage sessions fe,Role Playing,T,WiiU,Nintendo,8.0,0.33,0.17,0.06,0.08,0.02,2016.0
6339,dark souls remastered,Role Playing,M,NS,Bandai Namco Entertainment,8.8,0.33,0.16,0.11,0.03,0.03,2018.0
6358,dr. mario,Puzzle,E,GBA,Nintendo,7.5,0.33,0.12,0.04,0.16,0.01,2005.0
6370,final fantasy xi wings of the goddess,Role Playing,T,X360,Square Enix,6.5,0.32,0.28,0.0,0.02,0.03,2007.0
6372,elebits,Action,E,Wii,Konami,7.3,0.32,0.22,0.01,0.08,0.02,2006.0
6384,dead rising 2 off the record,Action,M,PS3,Capcom,7.1,0.32,0.11,0.08,0.1,0.03,2011.0
6397,eternal sonata,Role Playing,T,X360,Namco Bandai,7.9,0.32,0.19,0.04,0.08,0.02,2007.0
6398,shin megami tensei persona 2 innocent sin,Role Playing,T,PSP,Atlus,7.0,0.32,0.14,0.04,0.11,0.04,2011.0
6406,operation flashpoint red river,Shooter,M,PS3,Codemasters,6.8,0.32,0.06,0.14,0.07,0.05,2011.0
6422,final fantasy xi online,MMO,T,PS2,Square Enix,8.4,0.32,0.08,0.06,0.15,0.02,2004.0
6425,bleach shattered blade,Fighting,T,Wii,Sega,5.3,0.32,0.21,0.01,0.08,0.02,2007.0
6426,beautiful katamari,Puzzle,E,X360,Namco Bandai,7.3,0.32,0.14,0.02,0.15,0.02,2007.0
6430,chibi robo zip lash,Platform,E,3DS,Nintendo,5.5,0.32,0.14,0.09,0.07,0.02,2015.0
6437,folklore,Role Playing,T,PS3,Sony Computer Entertainment,7.5,0.32,0.2,0.04,0.05,0.03,2007.0
6496,test drive unlimited,Racing,E10,X360,Atari,8.0,0.32,0.23,0.04,0.02,0.02,2006.0
6497,singularity,Shooter,M,X360,Activision,7.7,0.32,0.24,0.04,0.0,0.03,2010.0
6512,blazblue continuum shift,Fighting,T,X360,Aksys Games,8.6,0.32,0.23,0.04,0.02,0.02,2010.0
6539,bust a move universe,Puzzle,E,3DS,Square Enix,5.6,0.31,0.08,0.15,0.06,0.02,2011.0
6553,catherine,Puzzle,M,X360,Atlus,7.9,0.31,0.2,0.06,0.03,0.02,2011.0
6556,namco museum virtual arcade,Misc,E10,X360,Namco Bandai,7.0,0.31,0.27,0.01,0.01,0.02,2008.0
6574,fuel,Racing,E,X360,Codemasters,6.6,0.31,0.09,0.18,0.0,0.04,2009.0
6610,mega man zero collection,Platform,E,DS,Capcom,7.5,0.31,0.17,0.01,0.11,0.02,2010.0
6626,yu gi oh 5ds world championship 2010 reverse of arcadia,Strategy,E10,DS,Konami,7.6,0.31,0.18,0.02,0.09,0.02,2010.0
6656,silent hill shattered memories,Adventure,M,PSP,Konami,7.8,0.31,0.09,0.13,0.01,0.07,2010.0
6662,nba live 08,Sports,E,PSP,Electronic Arts,6.8,0.31,0.28,0.0,0.0,0.02,2007.0
6675,the king of fighters xiii,Fighting,T,PS3,Atlus,7.8,0.3,0.17,0.07,0.04,0.03,2011.0
6687,tom clancys splinter cell 3d,Action,T,3DS,Ubisoft,8.0,0.3,0.14,0.07,0.07,0.02,2011.0
6701,monopoly for nintendo switch,Board Game,E,NS,Ubisoft,5.3,0.3,0.06,0.22,0.01,0.02,2017.0
6717,resident evil archives resident evil,Action,M,Wii,Capcom,7.6,0.3,0.16,0.04,0.08,0.02,2009.0
6718,magna carta 2,Role Playing,T,X360,Namco Bandai,6.6,0.3,0.13,0.07,0.07,0.02,2009.0
6751,dynasty warriors 6,Action,T,X360,KOEI,6.2,0.3,0.15,0.06,0.06,0.02,2008.0
6801,n3 ninety nine nights,Action,M,X360,Microsoft Game Studios,6.3,0.3,0.2,0.03,0.05,0.02,2006.0
6821,naruto to boruto shinobi striker,Action,T,PS4,Bandai Namco Games,8.5,0.29,0.19,0.03,0.02,0.05,2018.0
6830,little kings story,Strategy,T,Wii,Xseed Games,8.5,0.29,0.14,0.11,0.02,0.02,2009.0
6843,dynasty warriors strikeforce,Action,T,PS3,Tecmo Koei,6.8,0.29,0.11,0.08,0.07,0.03,2010.0
6859,wanted weapons of fate,Shooter,M,PS3,Warner Bros. Interactive,6.2,0.29,0.14,0.1,0.01,0.04,2009.0
6862,nier,Role Playing,M,X360,Square Enix,6.4,0.29,0.13,0.1,0.04,0.02,2010.0
6863,ace combat joint assault,Simulation,T,PSP,Namco Bandai,7.0,0.29,0.06,0.05,0.15,0.03,2010.0
6885,trace memory,Adventure,T,DS,Nintendo,6.5,0.29,0.15,0.01,0.12,0.01,2005.0
6898,trauma center new blood,Simulation,T,Wii,Atlus,7.5,0.29,0.22,0.04,0.01,0.02,2007.0
6918,the legend of legacy,Role Playing,E10,3DS,Atlus,6.0,0.29,0.14,0.02,0.11,0.02,2015.0
6920,majin and the forsaken kingdom,Adventure,T,PS3,Namco Bandai,7.0,0.29,0.09,0.14,0.01,0.05,2010.0
6931," my love""",Role Playing,T,PS2,NIS America,8.8,0.29,0.07,0.05,0.15,0.02,2010.0
6936,sengoku basara samurai heroes,Action,T,Wii,Capcom,6.0,0.29,0.06,0.02,0.2,0.01,2010.0
6938,warriors orochi 2,Action,T,PSP,KOEI,5.3,0.29,0.06,0.0,0.22,0.01,2009.0
6947,dead rising chop till you drop,Action,M,Wii,Capcom,6.7,0.29,0.15,0.07,0.05,0.02,2009.0
6950,feel the magic xy,Puzzle,T,DS,Sega,7.7,0.29,0.17,0.0,0.1,0.02,2004.0
6953,ever oasis,Role Playing,E10,3DS,Nintendo,8.1,0.29,0.13,0.08,0.05,0.02,2017.0
6983,tales of phantasia,Role Playing,E10,GBA,Nintendo,7.0,0.29,0.08,0.03,0.17,0.01,2006.0
7002,shadow hearts,Role Playing,M,PS2,Midway Games,7.0,0.28,0.09,0.07,0.1,0.02,2001.0
7017,deathsmiles,Shooter,T,X360,Aksys Games,8.0,0.28,0.15,0.06,0.05,0.02,2010.0
7028,warioware gold,Misc,E10,3DS,Nintendo,8.1,0.28,0.11,0.03,0.13,0.01,2018.0
7050,el shaddai ascension of the metatron,Action,T,PS3,Ignition Entertainment,8.0,0.28,0.11,0.07,0.08,0.03,2011.0
7051,operation flashpoint red river,Shooter,M,X360,Codemasters,7.0,0.28,0.1,0.14,0.01,0.03,2011.0
7070,dead to rights retribution,Shooter,M,PS3,Namco Bandai,6.0,0.28,0.1,0.12,0.02,0.05,2010.0
7080,mega man zx,Platform,E,DS,Capcom,8.1,0.28,0.16,0.0,0.1,0.02,2006.0
7086,dead or alive,Fighting,T,PS,Tecmo,8.3,0.28,0.09,0.06,0.1,0.02,1998.0
7106,patapon 3,Platform,E,PSP,Sony Computer Entertainment,7.4,0.28,0.05,0.04,0.17,0.02,2011.0
7118,darksiders,Action,M,PS3,THQ,7.8,0.28,0.02,0.14,0.02,0.1,2010.0
7127,mister mosquito,Shooter,T,PS2,Eidos Interactive,6.6,0.28,0.05,0.04,0.17,0.01,2002.0
7130,virtua fighter 5 online,Fighting,T,X360,Sega,9.2,0.28,0.2,0.02,0.03,0.02,2007.0
7159,etrian mystery dungeon,Role Playing,E10,3DS,Atlus,7.6,0.28,0.11,0.01,0.14,0.01,2015.0
7168,armored core project phantasma,Simulation,T,PS,ASCII Entertainment,7.2,0.28,0.06,0.04,0.15,0.02,1998.0
7223,etrian odyssey v beyond the myth,Role Playing,T,3DS,Atlus,7.9,0.27,0.11,0.01,0.14,0.01,2017.0
7232,shadows of the damned,Action,M,PS3,Electronic Arts,7.9,0.27,0.11,0.09,0.04,0.03,2011.0
7238,pac pix,Puzzle,E,DS,Namco,6.8,0.27,0.16,0.0,0.1,0.01,2005.0
7286,dragon ball z tenkaichi tag team,Fighting,T,PSP,Namco Bandai,6.0,0.27,0.11,0.04,0.09,0.03,2010.0
7355,suikoden tierkreis,Role Playing,E10,DS,Konami,7.7,0.27,0.09,0.02,0.15,0.01,2009.0
7356,ruse,Strategy,T,X360,Ubisoft,8.0,0.27,0.12,0.11,0.0,0.02,2010.0
7359,the world ends with you final remix,Role Playing,T,NS,Nintendo,7.4,0.27,0.14,0.08,0.03,0.02,2018.0
7390,etrian odyssey millennium girl,Role Playing,T,3DS,Atlus,8.1,0.26,0.1,0.01,0.14,0.01,2013.0
7404,panzer dragoon orta,Shooter,T,XB,Sega,8.8,0.26,0.16,0.05,0.04,0.01,2003.0
7410,kings field ii,Role Playing,T,PS,ASCII Entertainment,7.3,0.26,0.08,0.06,0.11,0.02,1996.0
7422,deadly premonition,Action,M,X360,Ignition Entertainment,6.0,0.26,0.18,0.06,0.0,0.02,2010.0
7434,stella glow,Role Playing,T,3DS,Atlus,7.5,0.26,0.17,0.01,0.06,0.02,2015.0
7470,bust a groove 2,Misc,E,PS,Enix,7.0,0.26,0.04,0.03,0.18,0.02,1999.0
7500,resident evil revelations,Shooter,M,X360,Capcom,7.4,0.26,0.12,0.1,0.02,0.02,2013.0
7505,metroid prime pinball,Misc,E,DS,Nintendo,7.6,0.26,0.22,0.0,0.02,0.02,2005.0
7512,resident evil deadly silence,Action,M,DS,Capcom,6.7,0.26,0.11,0.02,0.11,0.01,2006.0
7543,armored core master of arena,Simulation,E,PS,Agetec,7.2,0.26,0.07,0.05,0.13,0.02,2000.0
7557,polarium,Puzzle,E,DS,Nintendo,7.6,0.26,0.13,0.01,0.11,0.01,2005.0
7566,castlevania harmony of dissonance,Platform,T,GBA,Konami,8.6,0.26,0.16,0.06,0.04,0.0,2002.0
7591,bomberman generation,Adventure,E,GC,Majesco,8.4,0.25,0.15,0.04,0.06,0.01,2002.0
7593,game amp wario,Party,E,WiiU,Nintendo,6.2,0.25,0.06,0.06,0.12,0.01,2013.0
7594,final fantasy crystal chronicles echoes of time,Role Playing,E10,Wii,Square Enix,6.9,0.25,0.13,0.06,0.05,0.02,2009.0
7598,hunted the demons forge,Role Playing,M,PS3,Bethesda Softworks,6.1,0.25,0.12,0.09,0.02,0.03,2011.0
7619,sonic boom fire amp ice,Platform,E,3DS,Sega,6.9,0.25,0.14,0.08,0.02,0.02,2016.0
7631,ace combat assault horizon legacy,Simulation,T,3DS,Namco Bandai,7.0,0.25,0.1,0.06,0.08,0.01,2011.0
7640,sid meiers civilization vi,Strategy,E10,NS,2K Games,9.4,0.25,0.12,0.11,0.01,0.02,2018.0
7645,dead or alive xtreme 2,Sports,M,X360,Tecmo,5.3,0.25,0.15,0.02,0.06,0.02,2006.0
7648,spirit camera the cursed memoir,Action Adventure,T,3DS,Nintendo,5.7,0.25,0.15,0.02,0.06,0.02,2012.0
7649,bomberman tournament,Puzzle,E,GBA,Activision,8.8,0.25,0.1,0.04,0.1,0.01,2001.0
7681,disgaea 2 dark hero days,Role Playing,T,PSP,NIS America,8.1,0.25,0.1,0.01,0.12,0.02,2009.0
7687,hybrid heaven,Role Playing,T,N64,Konami,7.0,0.25,0.16,0.04,0.05,0.0,1999.0
7753,armored core 4,Simulation,T,X360,Sega,6.5,0.25,0.19,0.01,0.03,0.02,2007.0
7799,7th dragon iii code vfd,Role Playing,T,3DS,Sega,7.5,0.24,0.06,0.04,0.13,0.01,2016.0
7830,virtua tennis 4,Sports,E,X360,Sega,6.5,0.24,0.12,0.09,0.01,0.02,2011.0
7837,fuel,Racing,E,PS3,Codemasters,6.6,0.24,0.08,0.11,0.0,0.04,2009.0
7842,nba live 10,Sports,E,PSP,EA Sports,5.9,0.24,0.21,0.0,0.01,0.02,2009.0
7889,final fantasy fables chocobo tales,Adventure,E,DS,Square Enix,7.4,0.24,0.1,0.01,0.12,0.01,2007.0
7896,resident evil archives resident evil zero,Action,M,Wii,Capcom,5.8,0.24,0.13,0.04,0.06,0.01,2009.0
7922,valhalla knights,Role Playing,E10,PSP,Xseed Games,5.2,0.24,0.15,0.0,0.07,0.01,2007.0
7940,luminous arc,Role Playing,T,DS,Atlus,6.8,0.24,0.16,0.0,0.06,0.01,2007.0
7943,avalon code,Role Playing,E10,DS,Marvelous Interactive,7.1,0.24,0.11,0.0,0.12,0.01,2009.0
7959,disney epic mickey 2 the power of two,Platform,E,WiiU,Disney Interactive Studios,5.9,0.24,0.13,0.08,0.01,0.02,2012.0
7976,ar tonelico qoga knell of ar ciel,Role Playing,M,PS3,NIS America,7.0,0.24,0.08,0.01,0.13,0.01,2011.0
7977,dynasty warriors 6 empires,Action,T,X360,KOEI,6.3,0.24,0.16,0.02,0.04,0.02,2009.0
7980,singularity,Shooter,M,PS3,Activision,7.8,0.24,0.17,0.03,0.01,0.03,2010.0
7985,disgaea afternoon of darkness,Role Playing,T,PSP,NIS America,8.7,0.24,0.15,0.02,0.04,0.02,2007.0
8008,hot shots tennis get a grip,Sports,E,PSP,Sony Computer Entertainment,8.0,0.23,0.08,0.0,0.13,0.02,2010.0
8044,cross edge,Role Playing,T,PS3,NIS America,5.4,0.23,0.14,0.02,0.05,0.02,2009.0
8050,attack on titan 2,Action,M,NS,Koei Tecmo,7.0,0.23,0.12,0.02,0.08,0.02,2018.0
8057,meteos,Puzzle,E,DS,Nintendo,8.8,0.23,0.15,0.01,0.06,0.01,2005.0
8113,dynasty warriors strikeforce,Action,T,X360,Tecmo Koei,7.3,0.23,0.13,0.06,0.02,0.02,2010.0
8144,lunar knights,Role Playing,E10,DS,Konami,8.2,0.23,0.17,0.01,0.04,0.01,2007.0
8188,valhalla knights 2,Role Playing,E10,PSP,Xseed Games,5.0,0.23,0.09,0.0,0.12,0.01,2008.0
8212,risen 2 dark waters,Role Playing,M,PS3,Deep Silver,5.5,0.23,0.04,0.14,0.01,0.03,2012.0
8259,code name steam,Strategy,T,3DS,Nintendo,8.0,0.22,0.14,0.05,0.02,0.02,2015.0
8264,breath of fire,Role Playing,E,GBA,Capcom,7.8,0.22,0.11,0.04,0.06,0.0,2001.0
8267,attack on titan 2,Action,M,PS4,Koei Tecmo,7.8,0.22,0.09,0.04,0.06,0.03,2018.0
8284,galactic wrestling featuring ultimate muscle,Fighting,T,PS2,Bandai,7.3,0.22,0.03,0.02,0.17,0.01,2004.0
8292,life is strange before the storm,Adventure,M,PS4,Square Enix,7.5,0.22,0.11,0.06,0.02,0.03,2018.0
8299,resident evil revelations,Shooter,M,WiiU,Capcom,7.5,0.22,0.09,0.08,0.03,0.02,2013.0
8307,dragon quest builders revive alefgard,Role Playing,E10,NS,Square Enix,8.0,0.22,0.07,0.07,0.07,0.01,2018.0
8350,kartia the word of fate,Strategy,E,PS,Atlus,7.9,0.22,0.05,0.03,0.12,0.01,1998.0
8383,tropico 3,Strategy,T,X360,Kalypso,7.7,0.22,0.15,0.02,0.03,0.01,2010.0
8409,hunted the demons forge,Role Playing,M,X360,Bethesda Softworks,6.0,0.22,0.13,0.07,0.0,0.02,2011.0
8410,afrika,Adventure,E10,PS3,Natsume,6.0,0.22,0.12,0.0,0.08,0.01,2009.0
8514,fate,Action,T,NS,Xseed Games,8.0,0.21,0.1,0.06,0.04,0.02,2017.0
8517,radiant historia perfect chronology,Role Playing,T,3DS,Atlus,8.1,0.21,0.11,0.03,0.06,0.01,2018.0
8521,50 cent blood on the sand,Shooter,M,X360,THQ,7.3,0.21,0.12,0.07,0.0,0.02,2009.0
8538,ninja gaiden dragon sword,Action,T,DS,Tecmo,8.0,0.21,0.16,0.01,0.02,0.02,2008.0
8544,tekken 3d prime edition,Fighting,T,3DS,Namco Bandai,6.5,0.21,0.06,0.08,0.05,0.01,2012.0
8585,vampire rain,Action,M,X360,AQ Interactive,3.9,0.21,0.18,0.0,0.01,0.02,2007.0
8615,final fantasy fables chocobos dungeon,Role Playing,E10,Wii,Square Enix,7.4,0.21,0.09,0.0,0.11,0.01,2008.0
8616,blue dragon plus,Role Playing,E,DS,Ignition Entertainment,6.5,0.21,0.12,0.03,0.05,0.01,2009.0
8644,dead to rights retribution,Shooter,M,X360,Namco Bandai,5.7,0.21,0.11,0.08,0.0,0.02,2010.0
8647,tenchu shadow assassins,Action,M,Wii,Ubisoft,7.0,0.21,0.15,0.01,0.03,0.01,2009.0
8657,final fight one,Fighting,E,GBA,Capcom,8.2,0.21,0.09,0.03,0.08,0.0,2001.0
8707,kung fu rider,Action,E10,PS3,Sony Computer Entertainment,4.3,0.2,0.06,0.1,0.01,0.04,2010.0
8746,dark messiah of might and magic elements,Role Playing,M,X360,Ubisoft,5.0,0.2,0.16,0.02,0.01,0.02,2008.0
8751,infinite space,Role Playing,T,DS,Sega,7.2,0.2,0.06,0.05,0.07,0.01,2010.0
8754,dancemasters,Misc,E10,X360,Konami,6.2,0.2,0.15,0.02,0.02,0.01,2010.0
8764,dragon ball revenge of king piccolo,Action,E10,Wii,Namco Bandai,6.1,0.2,0.12,0.03,0.03,0.02,2009.0
8769,ogre battle saga episode five the march of the black queen,Role Playing,E,PS,Atlus,7.6,0.2,0.06,0.04,0.09,0.01,1997.0
8787,warriors orochi,Action,T,PSP,KOEI,6.4,0.2,0.02,0.0,0.18,0.0,2008.0
8789,earth defense force insect armageddon,Shooter,T,PS3,D3 Publisher,6.6,0.2,0.06,0.04,0.08,0.02,2011.0
8841,ridge racer 6,Racing,E,X360,Namco,7.9,0.2,0.1,0.02,0.07,0.01,2005.0
8861,dantes inferno,Action,M,PSP,Electronic Arts,6.6,0.2,0.12,0.04,0.01,0.02,2010.0
8874,solatorobo red the hunter,Role Playing,E10,DS,Xseed Games,7.6,0.2,0.08,0.04,0.07,0.01,2011.0
8898,armored core 4,Simulation,T,PS3,Sega,6.6,0.2,0.09,0.0,0.09,0.01,2007.0
8902,no more heroes heroes paradise,Action,M,PS3,Konami,7.4,0.2,0.1,0.04,0.04,0.02,2011.0
8926,mana khemia 2 fall of alchemy,Role Playing,T,PS2,NIS America,8.2,0.2,0.07,0.05,0.05,0.02,2009.0
8928,dead or alive paradise,Misc,M,PSP,Tecmo,4.5,0.2,0.08,0.02,0.07,0.02,2010.0
8944,pac man amp galaga dimensions,Action,E10,3DS,Namco Bandai,5.7,0.19,0.1,0.04,0.04,0.01,2011.0
8945,valkyria chronicles 4,Strategy,T,NS,Sega,8.6,0.19,0.12,0.04,0.02,0.02,2018.0
8977,dynasty warriors gundam 2,Action,T,X360,Namco Bandai,5.6,0.19,0.07,0.03,0.08,0.01,2009.0
8999,space invaders extreme 2,Shooter,E,DS,Taito,8.1,0.19,0.17,0.01,0.0,0.01,2009.0
9024,majin and the forsaken kingdom,Adventure,T,X360,Namco Bandai,7.0,0.19,0.14,0.03,0.0,0.01,2010.0
9060,project x zone 2,Role Playing,T,3DS,Namco Bandai Games,6.6,0.19,0.06,0.04,0.09,0.01,2016.0
9065,captain toad treasure tracker,Puzzle,E,3DS,Nintendo,8.5,0.19,0.06,0.04,0.08,0.01,2018.0
9097,50 cent blood on the sand,Shooter,M,PS3,THQ,7.2,0.19,0.1,0.06,0.01,0.03,2009.0
9122,street fighter 30th anniversary collection,Fighting,T,NS,Capcom,8.5,0.19,0.12,0.04,0.01,0.02,2018.0
9126,armored core for answer,Simulation,T,PS3,Ubisoft,6.1,0.19,0.06,0.02,0.1,0.01,2008.0
